City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Padang,ID,-0.9492,100.3543,82.45,77,57,3.31,broken clouds
451,Husavik,IS,66.0449,-17.3389,37.89,96,100,10.92,overcast clouds
452,Kibray,UZ,41.3873,69.4641,43.32,61,49,4.94,scattered clouds
453,Grand Island,US,40.925,-98.342,70.29,68,1,5.75,clear sky
454,Camacha,PT,33.0833,-16.3333,68.76,68,40,11.5,scattered clouds
455,Ormara,PK,25.2088,64.6357,79.79,77,0,3.91,clear sky
456,Susanville,US,40.4163,-120.653,53.82,43,1,1.01,clear sky
457,Revda,RU,56.801,59.9303,36.41,96,100,3.02,overcast clouds
458,Waingapu,ID,-9.6567,120.2641,87.19,51,35,9.13,scattered clouds
459,Coos Bay,US,43.3665,-124.2179,56.95,94,55,3.36,broken clouds
460,Tabas,IR,33.5959,56.9244,56.61,36,0,7.05,clear sky
461,Gallup,US,35.5281,-108.7426,55.02,48,94,1.01,overcast clouds
462,Bam,IR,29.106,58.357,63.32,31,0,9.64,clear sky
463,Inirida,CO,3.8653,-67.9239,77.74,89,100,2.24,overcast clouds
464,Rawah,IQ,34.4816,41.9093,72.9,16,0,7.11,clear sky
465,Shambu,ET,9.5667,37.1,51.87,96,100,0.63,light rain
466,Wanganui,NZ,-39.9333,175.05,63.73,69,93,13.0,overcast clouds
467,Port-Gentil,GA,-0.7193,8.7815,77.49,89,100,12.39,moderate rain
468,Verkhnyaya Inta,RU,65.9811,60.3094,28.36,89,99,10.31,overcast clouds
469,Mnogovershinnyy,RU,53.9353,139.9242,40.32,89,100,5.53,overcast clouds
470,Coahuayana,MX,18.7333,-103.6833,79.97,88,100,1.25,overcast clouds
471,Luderitz,NA,-26.6481,15.1594,62.78,53,9,12.01,clear sky
472,Bartica,GY,6.4,-58.6167,74.17,98,91,2.89,overcast clouds
473,College,US,64.8569,-147.8028,38.59,87,100,1.01,light rain
474,Braniewo,PL,54.3797,19.8196,43.95,71,72,6.69,broken clouds
475,Tadine,NC,-21.55,167.8833,74.48,53,0,15.37,clear sky
476,Saint Anthony,US,45.0205,-93.218,73.42,75,75,4.0,light rain
477,Brockville,CA,44.5834,-75.6826,63.43,72,92,8.01,overcast clouds
478,Tateyama,JP,34.9833,139.8667,77.09,75,59,5.86,broken clouds
479,Antofagasta,CL,-23.65,-70.4,59.77,72,4,8.66,clear sky
480,Onega,RU,63.9061,38.1404,44.51,97,100,5.44,overcast clouds
481,Iskitim,RU,54.6366,83.3045,38.25,81,66,7.65,broken clouds
482,Mandalgovi,MN,45.7625,106.2708,35.11,51,0,10.8,clear sky
483,Rabo De Peixe,PT,37.8,-25.5833,71.28,81,75,9.22,broken clouds
484,Nelson Bay,AU,-32.7167,152.15,93.76,55,83,5.44,broken clouds
485,Sangar,RU,63.9242,127.4739,32.02,98,100,11.05,snow
486,Muros,ES,42.7762,-9.0603,64.24,65,0,16.37,clear sky
487,Vera Cruz,BR,-12.6333,-41.0333,71.02,79,15,5.75,few clouds
488,Shimoda,JP,34.6667,138.95,68.11,82,87,6.87,overcast clouds
489,Soyo,AO,-6.1349,12.3689,75.27,84,100,7.65,overcast clouds
490,Mvomero,TZ,-6.25,38.6667,73.18,86,65,2.01,broken clouds
491,Parati,BR,-23.2178,-44.7131,67.21,98,100,4.76,overcast clouds
492,Zhangye,CN,38.9342,100.4517,48.52,12,0,3.47,clear sky
493,Yeppoon,AU,-23.1333,150.7333,83.98,59,0,11.63,clear sky
494,Salinas,US,36.6777,-121.6555,68.81,78,0,3.09,clear sky
495,Aleksandrov Gay,RU,50.147,48.5704,43.25,54,0,6.8,clear sky
496,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.89,84,100,10.63,overcast clouds
497,Aksu,CN,41.1231,80.2644,45.43,21,78,3.44,broken clouds
498,Berlin,DE,52.5244,13.4105,46.94,75,0,4.0,clear sky
499,Canberra,AU,-35.2835,149.1281,69.78,64,75,8.05,light rain
500,West Monroe,US,32.5185,-92.1476,72.32,87,47,6.89,scattered clouds
501,Belyy Yar,RU,53.6039,91.3903,44.49,61,0,13.42,clear sky
502,Killam,CA,52.7834,-111.8518,49.73,21,100,6.76,overcast clouds
503,Yendi,GH,9.4427,-0.0099,76.87,85,100,3.56,overcast clouds
504,Henties Bay,NA,-22.116,14.2845,54.86,86,1,3.38,clear sky
505,Rampura,IN,30.25,75.2333,76.84,44,0,5.82,clear sky
506,Honiara,SB,-9.4333,159.95,85.91,67,75,5.66,light rain
507,Ostrow Mazowiecka,PL,52.8024,21.8951,38.44,80,0,5.26,clear sky
508,Matay,EG,28.419,30.7792,70.11,70,0,15.14,clear sky
509,Prado,BR,-17.3411,-39.2208,73.38,77,100,7.87,overcast clouds
510,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,34,40,15.66,scattered clouds
511,Zhaotong,CN,27.3167,103.7167,54.59,93,100,6.49,overcast clouds
512,Trelew,AR,-43.249,-65.3051,66.72,25,0,22.17,clear sky
513,La Ronge,CA,55.1001,-105.2842,47.39,39,76,5.68,broken clouds
514,Alegrete,BR,-29.7831,-55.7919,62.83,88,89,16.49,overcast clouds
515,Magway,MM,20.15,94.9167,83.39,76,96,5.17,overcast clouds
516,Killybegs,IE,54.6333,-8.45,47.44,80,19,9.51,few clouds
517,Carman,CA,49.4992,-98.0016,53.71,81,100,13.56,overcast clouds
518,Songjianghe,CN,42.1859,127.479,48.96,80,100,7.76,overcast clouds
519,Hindaun,IN,26.7167,77.0167,79.45,51,0,5.66,clear sky
520,Jeremie,HT,18.65,-74.1167,80.76,82,22,0.6,few clouds
521,Nakamura,JP,32.9833,132.9333,79.99,63,50,8.52,scattered clouds
522,Batemans Bay,AU,-35.7167,150.1833,59.92,74,100,5.77,overcast clouds
523,Saint-Augustin,CA,51.226,-58.6502,40.86,64,68,5.41,broken clouds
524,Jibuti,DJ,11.5,42.5,78.94,72,98,6.96,overcast clouds
525,Flin Flon,CA,54.7682,-101.865,50.11,59,100,6.33,overcast clouds
526,Jining,CN,35.405,116.5814,66.07,68,51,16.46,broken clouds
527,Omboue,GA,-1.5746,9.2618,76.93,90,100,9.19,light rain
528,Harper,LR,4.375,-7.7169,76.14,90,100,6.08,light rain
529,Adrar,MR,20.5022,-10.0711,83.05,17,61,9.15,broken clouds
530,Killarney,IE,52.05,-9.5167,49.59,98,15,2.93,few clouds
531,Umm Kaddadah,SD,13.6017,26.6876,82.56,15,100,11.92,overcast clouds
532,Marzuq,YE,14.4,46.4667,74.8,66,61,1.19,broken clouds
533,Pascagoula,US,30.3658,-88.5561,74.05,94,100,1.79,overcast clouds
534,Gharo,PK,24.7424,67.5856,79.02,77,0,12.39,clear sky
535,Ancud,CL,-41.8697,-73.8203,48.42,94,1,4.52,clear sky
536,Constitucion,CL,-35.3333,-72.4167,50.59,89,70,3.24,broken clouds
537,Mount Hagen,PG,-5.8581,144.2274,68.54,84,89,1.86,overcast clouds
538,Candelaria,PH,13.9311,121.4233,85.39,68,78,6.2,broken clouds
539,Pochutla,MX,15.7432,-96.4661,74.79,92,100,5.01,overcast clouds
540,Praya,CV,14.9215,-23.5087,77.54,83,20,6.91,few clouds
541,Christchurch,NZ,-43.5333,172.6333,64.33,63,0,5.01,clear sky
542,Mina,MX,26.0011,-100.5299,82.06,53,7,8.05,clear sky
543,Porosozero,RU,62.7191,32.727,47.08,97,97,6.46,overcast clouds
544,Port Hedland,AU,-20.3167,118.5667,87.85,19,0,20.71,clear sky
545,Tarata,BO,-17.6167,-66.0167,67.42,59,100,3.89,overcast clouds
546,Sakaraha,MG,-22.9,44.5333,64.08,85,0,0.98,clear sky
547,Roald,NO,62.5833,6.1333,60.12,94,90,17.27,light rain
548,Ukiah,US,39.1502,-123.2078,66.02,70,0,4.16,clear sky
549,Quelimane,MZ,-17.8786,36.8883,67.66,92,0,3.24,clear sky
550,Vila Franca Do Campo,PT,37.7167,-25.4333,72.19,86,90,9.57,overcast clouds
551,East London,ZA,-33.0153,27.9116,59.76,69,42,16.26,scattered clouds
552,Palauig,PH,15.435,119.9045,83.62,75,100,3.49,overcast clouds
553,Laguna,US,38.421,-121.4238,71.78,39,1,0.0,clear sky
554,The Valley,AI,18.217,-63.0578,83.1,74,100,22.75,overcast clouds
555,Pasighat,IN,28.0667,95.3333,82.02,69,3,0.63,clear sky
556,Izumo,JP,35.3667,132.7667,81.77,51,0,7.31,clear sky
557,Naze,JP,28.3667,129.4833,78.67,74,42,21.61,scattered clouds
558,Gimli,CA,50.6336,-96.9907,54.79,71,100,13.42,overcast clouds
559,San Ignacio,BZ,17.1561,-89.0714,75.58,91,99,2.68,overcast clouds
560,Mitsamiouli,KM,-11.3847,43.2844,76.21,83,87,12.59,overcast clouds
561,Fengcheng,CN,40.4536,124.0717,56.03,60,99,13.73,overcast clouds
562,Provideniya,RU,64.3833,-173.3,31.96,74,41,3.6,scattered clouds
563,Awjilah,LY,29.1081,21.2869,74.25,33,0,9.64,clear sky
564,Butembo,CD,0.15,29.2833,57.13,94,77,3.2,broken clouds
565,Douala,CM,4.0483,9.7043,75.11,100,75,3.44,light rain
566,Kihei,US,20.785,-156.4656,75.85,92,87,16.15,overcast clouds
567,Ha Giang,VN,22.8333,104.9833,73.94,97,100,6.13,overcast clouds
568,Kenai,US,60.5544,-151.2583,46.09,85,20,8.05,few clouds
569,Nokaneng,BW,-19.6667,22.2667,70.41,13,0,7.85,clear sky
570,Tromso,NO,69.6496,18.957,44.62,93,75,2.3,light intensity shower rain
571,Korgen,NO,66.0771,13.8153,57.31,99,100,4.05,light rain
572,Acapulco,MX,16.8634,-99.8901,75.02,94,90,6.91,overcast clouds
573,Wagar,SD,16.1525,36.2032,86.32,50,90,6.26,overcast clouds
574,Kattivakkam,IN,13.2167,80.3167,82.49,73,100,7.25,overcast clouds
575,Palu,ID,-0.8917,119.8707,85.66,74,94,1.41,light rain
576,Cochrane,CA,51.1834,-114.4687,56.44,44,40,18.41,scattered clouds
577,Kalabo,ZM,-14.97,22.6814,76.41,26,70,4.59,broken clouds
578,Cleveland,US,41.4995,-81.6954,69.62,87,47,9.89,scattered clouds
579,Kautokeino,NO,69.0125,23.0412,38.43,99,100,4.72,overcast clouds
580,Palmerston,AU,-12.486,130.9833,91.89,64,75,6.91,broken clouds
581,Hervey Bay,AU,-25.2986,152.8535,82.04,68,0,10.0,clear sky
582,Athabasca,CA,54.7169,-113.2854,55.22,45,56,3.98,broken clouds
583,Dangara,IN,29.6799,75.8931,78.08,45,0,3.56,clear sky
584,Djambala,CG,-2.5447,14.7533,68.97,92,100,4.52,overcast clouds
585,Sioux Lookout,CA,50.1001,-91.917,55.78,100,90,2.3,fog
586,Nioro,GM,13.35,-15.75,75.74,91,64,5.75,broken clouds
587,Anyksciai,LT,55.5256,25.1026,37.18,76,22,4.54,few clouds
588,Lavrentiya,RU,65.5833,-171.0,32.07,74,88,6.6,overcast clouds
589,Vaitape,PF,-16.5167,-151.75,78.71,70,22,6.08,light rain
590,Katobu,ID,-4.9408,122.5276,86.05,56,100,1.9,overcast clouds
591,Sambava,MG,-14.2667,50.1667,67.77,83,8,9.75,clear sky
592,Malanje,AO,-9.5402,16.341,67.17,76,37,4.56,scattered clouds
593,Tiruchchendur,IN,8.4833,78.1167,82.69,74,100,8.03,overcast clouds
594,Ndende,GA,-2.4008,11.3581,73.87,96,100,2.06,overcast clouds
595,Srivardhan,IN,18.0333,73.0167,78.4,90,51,5.97,broken clouds
596,Dalbandin,PK,28.8947,64.4101,64.56,25,0,8.68,clear sky
597,Ixtapa,MX,20.7,-105.2,78.93,95,100,2.24,overcast clouds
598,San Sebastian,ES,43.3128,-1.975,61.14,87,90,1.01,overcast clouds
599,Arman,RU,59.7,150.1667,35.47,41,0,2.39,clear sky
600,Yinchuan,CN,38.4681,106.2731,47.77,36,94,6.67,overcast clouds
601,Mahina,PF,-17.5065,-149.489,83.97,61,20,9.22,few clouds
602,Leningradskiy,RU,69.3833,178.4167,19.92,94,100,4.56,overcast clouds
603,La Vega,DO,19.2221,-70.5296,79.29,90,0,4.14,clear sky
604,Adre,TD,13.4667,22.2,77.49,19,70,13.33,broken clouds
605,Lazaro Cardenas,MX,17.9583,-102.2,82.13,79,100,2.3,overcast clouds
606,Jaen,ES,38.0,-3.5,66.42,56,49,3.78,scattered clouds
607,Pimenta Bueno,BR,-11.6725,-61.1936,82.26,54,48,3.24,scattered clouds
608,Beira,MZ,-19.8436,34.8389,69.78,82,0,7.56,clear sky
609,Sobolevo,RU,54.4299,31.8996,36.34,81,1,0.67,clear sky
610,Qaqortoq,GL,60.7167,-46.0333,28.9,52,9,6.2,clear sky
611,Quatre Cocos,MU,-20.2078,57.7625,72.09,80,9,15.84,clear sky
612,Xiongzhou,CN,25.1167,114.3,78.96,82,100,6.51,overcast clouds
613,Buraydah,SA,26.326,43.975,73.85,18,0,6.31,clear sky
614,Nguruka,TZ,-5.1092,31.0419,71.53,54,97,2.44,overcast clouds
615,Tikrit,IQ,34.6071,43.6782,71.26,15,0,11.34,clear sky
616,Richards Bay,ZA,-28.783,32.0377,66.06,71,88,18.48,light rain
617,Waco,US,31.5493,-97.1467,78.96,63,1,3.0,clear sky
618,Kutum,SD,14.2,24.6667,74.37,15,97,7.0,overcast clouds
619,Ambulu,ID,-8.345,113.6058,84.52,62,93,5.82,overcast clouds
620,Revelstoke,CA,50.9832,-118.2023,50.13,64,100,3.49,light rain
621,Nadym,RU,65.5333,72.5167,28.81,87,69,15.48,broken clouds
622,Geneva,US,41.8875,-88.3054,75.04,73,100,1.99,overcast clouds
623,Myitkyina,MM,25.3833,97.4,83.1,70,3,0.67,clear sky
624,Rio Gallegos,AR,-51.6226,-69.2181,55.44,50,100,16.4,overcast clouds
625,Kisangani,CD,0.5167,25.2,71.04,98,95,2.01,overcast clouds
626,Samarai,PG,-10.6167,150.6667,80.6,76,96,13.73,overcast clouds
627,Gayny,RU,60.3071,54.3241,30.07,92,46,3.2,scattered clouds
628,Sapele,NG,5.8941,5.6767,75.47,95,100,2.82,overcast clouds
629,Udachnyy,RU,66.4167,112.4,34.25,99,100,9.82,overcast clouds
630,Azanka,RU,58.0401,64.7893,28.6,95,17,5.08,few clouds
631,Baykit,RU,61.67,96.37,33.28,82,100,14.85,overcast clouds
632,Zarkos,GR,39.6167,22.1333,55.6,100,90,4.61,moderate rain
633,Key West,US,24.5557,-81.7826,80.6,86,90,12.66,overcast clouds
634,Tulum,MX,20.2167,-87.4667,82.98,88,54,3.31,broken clouds
635,Shache,CN,38.4167,77.2406,46.24,23,63,3.04,broken clouds
636,Coulommiers,FR,48.8145,3.085,50.11,93,45,1.01,scattered clouds
637,Morros,BR,-9.4467,-46.3003,86.9,25,81,5.03,broken clouds
638,Coruripe,BR,-10.1256,-36.1756,74.44,81,20,8.95,few clouds
639,Sohag,EG,26.557,31.6948,75.38,38,0,8.57,clear sky
640,Quixeramobim,BR,-5.1992,-39.2928,76.35,76,82,9.89,broken clouds
641,Povenets,RU,62.8487,34.8262,48.78,91,100,8.79,overcast clouds
642,Son La,VN,21.3167,103.9,71.24,92,100,3.24,overcast clouds
643,Okha,RU,53.5739,142.9478,45.41,96,100,11.86,light rain
644,Amapa,BR,1.0,-52.0,71.33,93,100,3.11,overcast clouds
645,Itacoatiara,BR,-3.1431,-58.4442,80.15,65,56,0.96,broken clouds
646,Kantilo,IN,20.35,85.1833,80.46,78,40,3.58,scattered clouds
647,Vincennes,FR,48.85,2.4333,50.29,91,0,1.01,mist
648,Fomboni,KM,-12.28,43.7425,77.47,79,76,18.32,broken clouds
649,Nsanje,MW,-16.92,35.262,71.28,65,0,3.24,clear sky
650,Baijiantan,CN,45.6333,85.1833,46.96,26,0,4.23,clear sky
651,Hillsborough,US,37.5741,-122.3794,69.19,66,1,1.99,clear sky
652,Matagami,CA,49.7502,-77.6328,60.76,85,100,10.6,overcast clouds
653,Masty,BY,53.4122,24.5387,37.54,86,0,3.8,clear sky
654,Yurty,RU,56.0498,97.6348,40.59,84,100,10.83,overcast clouds
655,Harnosand,SE,62.6323,17.9379,50.0,95,44,7.9,scattered clouds
656,San Juan,AR,-31.5375,-68.5364,60.73,48,88,10.54,overcast clouds
657,Shelby,US,35.2001,-89.8668,75.29,80,1,1.01,clear sky
658,Terrell,US,32.736,-96.2753,83.21,59,1,10.36,clear sky
659,Kasongo-Lunda,CD,-6.4667,16.8167,72.03,84,95,1.86,overcast clouds
660,Cocentaina,ES,38.7398,-0.4398,63.48,91,65,1.1,broken clouds
661,Rognan,NO,67.0953,15.3878,53.89,93,100,5.84,light rain
662,Tuy Hoa,VN,13.0833,109.3,84.7,70,100,8.93,overcast clouds
663,Riverdale,US,33.5726,-84.4133,69.87,92,74,1.66,broken clouds
664,Aranda De Duero,ES,41.6704,-3.6892,50.43,70,47,4.59,scattered clouds
665,Rawson,AR,-43.3002,-65.1023,63.84,34,0,21.59,clear sky
666,Katsuura,JP,35.1333,140.3,77.18,76,33,8.95,scattered clouds
667,Zhireken,RU,52.8249,117.3076,40.15,50,0,6.31,clear sky
668,Joura,IN,26.3411,77.8115,77.56,62,0,7.05,clear sky
669,Cap Malheureux,MU,-19.9842,57.6142,72.46,74,1,7.0,clear sky
670,Hami,CN,42.8,93.45,45.88,27,0,5.68,clear sky
671,Sarnen,CH,46.8985,8.2507,47.66,92,20,3.44,few clouds
672,Bloomfield,US,40.8068,-74.1854,65.66,79,90,4.0,overcast clouds
673,Voh,NC,-20.9667,164.7,83.07,44,0,9.37,clear sky
674,Yafran,LY,32.0633,12.5286,61.16,80,13,3.09,few clouds
675,Cao Bang,VN,22.6667,106.25,72.88,88,100,13.29,overcast clouds
676,Khokhlovo,RU,59.1492,37.3998,44.96,92,100,5.64,overcast clouds
677,Grindavik,IS,63.8424,-22.4338,40.89,93,20,9.22,few clouds
678,Mount Pleasant,US,32.7941,-79.8626,71.58,90,1,10.0,clear sky
